/work/sheidaei/conda/envs/mytorch/lib/python3.9/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /opt/conda/conda-bld/pytorch_1682343997789/work/aten/src/ATen/native/TensorShape.cpp:3483.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Namespace(dataset='Design', img_size=[64, 64, 64], vit_patches_size=[4, 4, 4], vit_name='Conv-ViT-Gen2-B_16', pretrained_net_path=False, is_encoder_pretrained=False, deterministic=1, max_epochs=200, batch_size=32, base_lr=0.003, seed=1234, gpu=4, world_size=-1, rank=-1, dist_url='env://', dist_backend='nccl', local_rank=-1, num_classes=2, root_path='/work/sheidaei/mhashemi/data/mat', list_dir='./lists/lists_Design', exp='TVG_Design[64, 64, 64]', distributed=False)
10 iterations per epoch. 2000 max iterations 
  0%|                                         | 0/200 [00:00<?, ?it/s]iteration 1: loss: 92.678047, loss_recon: 0.693148, loss_pred: 23.363283
iteration 2: loss: 89.627754, loss_recon: 0.706978, loss_pred: 18.929916
iteration 308: loss: 62.580299, loss_recon: 0.619046, loss_pred: 0.675732
iteration 309: loss: 60.770992, loss_recon: 0.603889, loss_pred: 0.382064
iteration 310: loss: 60.223522, loss_recon: 0.596363, loss_pred: 0.587184
 16%|████▋                         | 31/200 [25:45<2:19:10, 49.41s/it]iteration 311: loss: 62.383007, loss_recon: 0.620173, loss_pred: 0.365714
iteration 312: loss: 61.035461, loss_recon: 0.605161, loss_pred: 0.519408
iteration 313: loss: 61.490799, loss_recon: 0.610737, loss_pred: 0.417090
iteration 314: loss: 60.578239, loss_recon: 0.602573, loss_pred: 0.320934
iteration 315: loss: 60.788067, loss_recon: 0.603418, loss_pred: 0.446306
iteration 316: loss: 62.582569, loss_recon: 0.619325, loss_pred: 0.650080
iteration 317: loss: 61.171379, loss_recon: 0.603767, loss_pred: 0.794714
iteration 318: loss: 62.296967, loss_recon: 0.616180, loss_pred: 0.678957
iteration 319: loss: 61.518795, loss_recon: 0.612091, loss_pred: 0.309720
iteration 320: loss: 61.014618, loss_recon: 0.603619, loss_pred: 0.652757
 16%|████▊                         | 32/200 [26:34<2:18:04, 49.31s/it]iteration 321: loss: 61.463352, loss_recon: 0.611442, loss_pred: 0.319191
iteration 322: loss: 61.989857, loss_recon: 0.615073, loss_pred: 0.482548
iteration 323: loss: 61.540230, loss_recon: 0.611771, loss_pred: 0.363144
iteration 324: loss: 61.714321, loss_recon: 0.611130, loss_pred: 0.601370
iteration 325: loss: 59.648731, loss_recon: 0.593149, loss_pred: 0.333805
iteration 326: loss: 62.763893, loss_recon: 0.622457, loss_pred: 0.518202
iteration 327: loss: 61.062637, loss_recon: 0.604327, loss_pred: 0.629980
iteration 328: loss: 61.609035, loss_recon: 0.612256, loss_pred: 0.383412
iteration 329: loss: 61.276520, loss_recon: 0.607474, loss_pred: 0.529074
iteration 330: loss: 61.185318, loss_recon: 0.603659, loss_pred: 0.819452
 16%|████▉                         | 33/200 [27:24<2:17:47, 49.51s/it]iteration 331: loss: 63.414162, loss_recon: 0.624417, loss_pred: 0.972461
iteration 332: loss: 61.008739, loss_recon: 0.606088, loss_pred: 0.399893
iteration 333: loss: 62.012440, loss_recon: 0.614796, loss_pred: 0.532816
iteration 334: loss: 60.686909, loss_recon: 0.602838, loss_pred: 0.403093
iteration 335: loss: 60.980534, loss_recon: 0.604065, loss_pred: 0.574004
iteration 336: loss: 62.579292, loss_recon: 0.617774, loss_pred: 0.801941
iteration 337: loss: 62.109489, loss_recon: 0.617208, loss_pred: 0.388735
iteration 338: loss: 60.579281, loss_recon: 0.599082, loss_pred: 0.671103
iteration 339: loss: 61.139301, loss_recon: 0.604642, loss_pred: 0.675100
iteration 340: loss: 63.045403, loss_recon: 0.624088, loss_pred: 0.636634
 17%|█████                         | 34/200 [28:13<2:16:36, 49.38s/it]iteration 341: loss: 61.596180, loss_recon: 0.613043, loss_pred: 0.291926
iteration 342: loss: 61.345539, loss_recon: 0.610468, loss_pred: 0.298693
iteration 343: loss: 61.638939, loss_recon: 0.612695, loss_pred: 0.369442
iteration 344: loss: 60.317600, loss_recon: 0.598551, loss_pred: 0.462489
iteration 345: loss: 62.005894, loss_recon: 0.616497, loss_pred: 0.356237
iteration 346: loss: 62.573105, loss_recon: 0.622660, loss_pred: 0.307145
iteration 347: loss: 60.870701, loss_recon: 0.604259, loss_pred: 0.444770
iteration 348: loss: 60.953072, loss_recon: 0.605074, loss_pred: 0.445643
iteration 349: loss: 61.809418, loss_recon: 0.613383, loss_pred: 0.471076
iteration 350: loss: 59.881332, loss_recon: 0.589064, loss_pred: 0.974980
 18%|█████▎                        | 35/200 [29:03<2:15:47, 49.38s/it]iteration 351: loss: 61.683666, loss_recon: 0.614294, loss_pred: 0.254225
iteration 352: loss: 61.170670, loss_recon: 0.607346, loss_pred: 0.436036
iteration 353: loss: 61.584949, loss_recon: 0.612700, loss_pred: 0.314926
iteration 354: loss: 61.592430, loss_recon: 0.611634, loss_pred: 0.428992
iteration 355: loss: 62.120808, loss_recon: 0.618850, loss_pred: 0.235769
iteration 356: loss: 60.333073, loss_recon: 0.599207, loss_pred: 0.412346
iteration 357: loss: 61.563641, loss_recon: 0.611700, loss_pred: 0.393670
iteration 358: loss: 61.278851, loss_recon: 0.609676, loss_pred: 0.311268
iteration 359: loss: 60.396347, loss_recon: 0.600100, loss_pred: 0.386343
iteration 360: loss: 62.263641, loss_recon: 0.610841, loss_pred: 1.179569
 18%|█████▍                        | 36/200 [29:52<2:15:14, 49.48s/it]iteration 361: loss: 61.787476, loss_recon: 0.613915, loss_pred: 0.396014
iteration 362: loss: 62.707047, loss_recon: 0.623677, loss_pred: 0.339332
iteration 363: loss: 61.062954, loss_recon: 0.606455, loss_pred: 0.417458
iteration 364: loss: 61.290577, loss_recon: 0.610012, loss_pred: 0.289336
iteration 365: loss: 60.175903, loss_recon: 0.597982, loss_pred: 0.377710
iteration 366: loss: 61.331161, loss_recon: 0.610053, loss_pred: 0.325884
iteration 367: loss: 61.632301, loss_recon: 0.611583, loss_pred: 0.473990
iteration 368: loss: 60.828678, loss_recon: 0.605347, loss_pred: 0.293976
iteration 369: loss: 60.596878, loss_recon: 0.603032, loss_pred: 0.293684
iteration 370: loss: 61.988346, loss_recon: 0.613483, loss_pred: 0.640025
 18%|█████▌                        | 37/200 [30:41<2:13:53, 49.29s/it]iteration 371: loss: 59.376465, loss_recon: 0.589494, loss_pred: 0.427030
iteration 372: loss: 61.928589, loss_recon: 0.615688, loss_pred: 0.359756
iteration 373: loss: 60.429897, loss_recon: 0.601557, loss_pred: 0.274173
iteration 374: loss: 62.799313, loss_recon: 0.624721, loss_pred: 0.327202
iteration 375: loss: 61.533562, loss_recon: 0.612578, loss_pred: 0.275742
iteration 376: loss: 61.717079, loss_recon: 0.614203, loss_pred: 0.296812
iteration 377: loss: 61.471367, loss_recon: 0.611921, loss_pred: 0.279296
iteration 378: loss: 62.133251, loss_recon: 0.615910, loss_pred: 0.542274
iteration 379: loss: 60.879986, loss_recon: 0.605281, loss_pred: 0.351920
iteration 380: loss: 59.245655, loss_recon: 0.583983, loss_pred: 0.847347
 19%|█████▋                        | 38/200 [31:31<2:13:10, 49.32s/it]iteration 381: loss: 62.807861, loss_recon: 0.617398, loss_pred: 1.068085
iteration 382: loss: 60.735161, loss_recon: 0.601313, loss_pred: 0.603873
iteration 383: loss: 62.827724, loss_recon: 0.622980, loss_pred: 0.529731
iteration 384: loss: 61.240143, loss_recon: 0.608606, loss_pred: 0.379539
iteration 385: loss: 61.840996, loss_recon: 0.610886, loss_pred: 0.752390
iteration 386: loss: 61.634678, loss_recon: 0.612870, loss_pred: 0.347666
iteration 387: loss: 60.863056, loss_recon: 0.605647, loss_pred: 0.298358
iteration 388: loss: 60.607883, loss_recon: 0.602893, loss_pred: 0.318572
iteration 389: loss: 60.455021, loss_recon: 0.600551, loss_pred: 0.399893
iteration 390: loss: 65.656189, loss_recon: 0.646310, loss_pred: 1.025177
 20%|█████▊                        | 39/200 [32:20<2:12:22, 49.33s/it]iteration 391: loss: 61.316402, loss_recon: 0.607655, loss_pred: 0.550937
iteration 392: loss: 61.211399, loss_recon: 0.608606, loss_pred: 0.350753
iteration 393: loss: 63.071602, loss_recon: 0.628300, loss_pred: 0.241611
iteration 394: loss: 60.787880, loss_recon: 0.605199, loss_pred: 0.267960
iteration 395: loss: 61.769428, loss_recon: 0.615633, loss_pred: 0.206137
iteration 396: loss: 60.505730, loss_recon: 0.601162, loss_pred: 0.389567
iteration 397: loss: 60.036541, loss_recon: 0.596341, loss_pred: 0.402420
iteration 398: loss: 62.082039, loss_recon: 0.616653, loss_pred: 0.416716
iteration 399: loss: 61.606403, loss_recon: 0.613087, loss_pred: 0.297745
iteration 400: loss: 59.799522, loss_recon: 0.590151, loss_pred: 0.784386
 20%|██████                        | 40/200 [33:10<2:12:06, 49.54s/it]iteration 401: loss: 61.514668, loss_recon: 0.611150, loss_pred: 0.399666
iteration 402: loss: 60.949017, loss_recon: 0.604876, loss_pred: 0.461418
iteration 403: loss: 59.991795, loss_recon: 0.596326, loss_pred: 0.359237
iteration 404: loss: 62.464828, loss_recon: 0.619443, loss_pred: 0.520553
iteration 405: loss: 60.595875, loss_recon: 0.601463, loss_pred: 0.449588
iteration 406: loss: 61.279125, loss_recon: 0.610373, loss_pred: 0.241794
iteration 407: loss: 61.844696, loss_recon: 0.616147, loss_pred: 0.230002
iteration 408: loss: 61.318859, loss_recon: 0.608698, loss_pred: 0.449026
iteration 409: loss: 62.738155, loss_recon: 0.623497, loss_pred: 0.388479
iteration 410: loss: 61.760628, loss_recon: 0.604986, loss_pred: 1.262049
 20%|██████▏                       | 41/200 [33:59<2:11:04, 49.46s/it]iteration 411: loss: 63.228199, loss_recon: 0.623750, loss_pred: 0.853206
iteration 412: loss: 62.284245, loss_recon: 0.618269, loss_pred: 0.457340
iteration 413: loss: 61.423222, loss_recon: 0.606444, loss_pred: 0.778863
iteration 414: loss: 62.176933, loss_recon: 0.613606, loss_pred: 0.816332
iteration 415: loss: 61.336102, loss_recon: 0.608379, loss_pred: 0.498250
iteration 416: loss: 60.879173, loss_recon: 0.602328, loss_pred: 0.646379
iteration 417: loss: 59.783882, loss_recon: 0.593042, loss_pred: 0.479651
iteration 418: loss: 61.933067, loss_recon: 0.616148, loss_pred: 0.318266
iteration 419: loss: 61.092766, loss_recon: 0.607248, loss_pred: 0.367965
iteration 420: loss: 63.955166, loss_recon: 0.632516, loss_pred: 0.703553
 21%|██████▎                       | 42/200 [34:49<2:10:42, 49.64s/it]iteration 421: loss: 61.371204, loss_recon: 0.609946, loss_pred: 0.376592
iteration 422: loss: 61.846500, loss_recon: 0.612688, loss_pred: 0.577705
iteration 423: loss: 62.418530, loss_recon: 0.620273, loss_pred: 0.391267
iteration 424: loss: 61.858593, loss_recon: 0.614583, loss_pred: 0.400243
iteration 425: loss: 61.893288, loss_recon: 0.614840, loss_pred: 0.409303
iteration 426: loss: 60.322445, loss_recon: 0.598955, loss_pred: 0.426899
iteration 427: loss: 61.420116, loss_recon: 0.607410, loss_pred: 0.679146
iteration 428: loss: 61.204552, loss_recon: 0.609032, loss_pred: 0.301337
iteration 429: loss: 60.475029, loss_recon: 0.599740, loss_pred: 0.501028
iteration 430: loss: 62.120266, loss_recon: 0.617089, loss_pred: 0.411388
 22%|██████▍                       | 43/200 [35:39<2:09:46, 49.60s/it]iteration 431: loss: 62.249481, loss_recon: 0.617865, loss_pred: 0.462954
iteration 432: loss: 61.408363, loss_recon: 0.610330, loss_pred: 0.375409
iteration 433: loss: 61.919243, loss_recon: 0.611935, loss_pred: 0.725753
iteration 434: loss: 61.219551, loss_recon: 0.607799, loss_pred: 0.439611
iteration 435: loss: 61.709988, loss_recon: 0.611346, loss_pred: 0.575418
iteration 436: loss: 61.905029, loss_recon: 0.615018, loss_pred: 0.403234
iteration 437: loss: 62.014347, loss_recon: 0.615276, loss_pred: 0.486754
iteration 438: loss: 60.910599, loss_recon: 0.605420, loss_pred: 0.368619
iteration 439: loss: 62.135460, loss_recon: 0.617696, loss_pred: 0.365837
iteration 440: loss: 60.521870, loss_recon: 0.597288, loss_pred: 0.793056
 22%|██████▌                       | 44/200 [36:28<2:08:36, 49.46s/it]iteration 441: loss: 62.344543, loss_recon: 0.614971, loss_pred: 0.847468
iteration 442: loss: 62.098053, loss_recon: 0.618735, loss_pred: 0.224552
iteration 443: loss: 60.765419, loss_recon: 0.599047, loss_pred: 0.860677
iteration 444: loss: 60.986427, loss_recon: 0.605280, loss_pred: 0.458434
iteration 445: loss: 59.921612, loss_recon: 0.596212, loss_pred: 0.300403
iteration 446: loss: 61.868950, loss_recon: 0.612114, loss_pred: 0.657561
iteration 447: loss: 61.603367, loss_recon: 0.612753, loss_pred: 0.328034
iteration 448: loss: 61.700050, loss_recon: 0.614203, loss_pred: 0.279776
iteration 449: loss: 61.924473, loss_recon: 0.615838, loss_pred: 0.340699
iteration 450: loss: 63.632732, loss_recon: 0.621987, loss_pred: 1.434047
 22%|██████▊                       | 45/200 [37:18<2:07:49, 49.48s/it]iteration 451: loss: 61.757893, loss_recon: 0.608012, loss_pred: 0.956713
iteration 452: loss: 60.421291, loss_recon: 0.600953, loss_pred: 0.326025
iteration 453: loss: 61.816944, loss_recon: 0.612836, loss_pred: 0.533303
iteration 454: loss: 62.219627, loss_recon: 0.616157, loss_pred: 0.603916
iteration 455: loss: 61.838539, loss_recon: 0.613757, loss_pred: 0.462797
iteration 456: loss: 61.941948, loss_recon: 0.613557, loss_pred: 0.586229
iteration 457: loss: 62.123981, loss_recon: 0.615976, loss_pred: 0.526369
iteration 458: loss: 60.481262, loss_recon: 0.598165, loss_pred: 0.664732
iteration 459: loss: 61.407776, loss_recon: 0.609915, loss_pred: 0.416236
iteration 460: loss: 63.888393, loss_recon: 0.633525, loss_pred: 0.535886
 23%|██████▉                       | 46/200 [38:08<2:07:47, 49.79s/it]iteration 461: loss: 60.888462, loss_recon: 0.605661, loss_pred: 0.322367
iteration 462: loss: 61.527542, loss_recon: 0.609550, loss_pred: 0.572571
iteration 463: loss: 60.722687, loss_recon: 0.603806, loss_pred: 0.342039
iteration 464: loss: 61.019638, loss_recon: 0.605990, loss_pred: 0.420674
iteration 465: loss: 62.213310, loss_recon: 0.619564, loss_pred: 0.256925
iteration 466: loss: 61.748112, loss_recon: 0.612956, loss_pred: 0.452527
iteration 467: loss: 61.190601, loss_recon: 0.607246, loss_pred: 0.466028
iteration 468: loss: 60.829292, loss_recon: 0.603949, loss_pred: 0.434345
iteration 469: loss: 62.099545, loss_recon: 0.615710, loss_pred: 0.528543
iteration 470: loss: 63.198181, loss_recon: 0.611599, loss_pred: 2.038294
 24%|███████                       | 47/200 [38:58<2:07:14, 49.90s/it]iteration 471: loss: 61.631924, loss_recon: 0.611573, loss_pred: 0.474582
iteration 472: loss: 61.964256, loss_recon: 0.614783, loss_pred: 0.485982
iteration 473: loss: 63.109135, loss_recon: 0.616987, loss_pred: 1.410433
iteration 474: loss: 62.112823, loss_recon: 0.612557, loss_pred: 0.857111
iteration 475: loss: 62.456722, loss_recon: 0.613287, loss_pred: 1.128061
iteration 476: loss: 61.900471, loss_recon: 0.614410, loss_pred: 0.459463
iteration 477: loss: 61.550465, loss_recon: 0.609858, loss_pred: 0.564655
iteration 478: loss: 60.885841, loss_recon: 0.601010, loss_pred: 0.784809
iteration 479: loss: 62.084099, loss_recon: 0.616375, loss_pred: 0.446602
iteration 480: loss: 62.973717, loss_recon: 0.618370, loss_pred: 1.136676
 24%|███████▏                      | 48/200 [39:49<2:07:05, 50.17s/it]iteration 481: loss: 62.070663, loss_recon: 0.616440, loss_pred: 0.426688
iteration 482: loss: 62.605637, loss_recon: 0.620723, loss_pred: 0.533336
iteration 483: loss: 61.757507, loss_recon: 0.612491, loss_pred: 0.508391
iteration 484: loss: 61.121750, loss_recon: 0.605735, loss_pred: 0.548266
iteration 485: loss: 61.479881, loss_recon: 0.610833, loss_pred: 0.396627
iteration 486: loss: 61.907345, loss_recon: 0.614460, loss_pred: 0.461354
iteration 487: loss: 60.341106, loss_recon: 0.598628, loss_pred: 0.478278
iteration 488: loss: 61.073395, loss_recon: 0.607725, loss_pred: 0.300901
iteration 489: loss: 61.785305, loss_recon: 0.614806, loss_pred: 0.304747
iteration 490: loss: 59.892887, loss_recon: 0.585295, loss_pred: 1.363414
 24%|███████▎                      | 49/200 [40:39<2:05:50, 50.00s/it]iteration 491: loss: 61.219791, loss_recon: 0.608125, loss_pred: 0.407269
iteration 492: loss: 61.465454, loss_recon: 0.610866, loss_pred: 0.378834
iteration 493: loss: 61.517857, loss_recon: 0.611040, loss_pred: 0.413812
iteration 494: loss: 61.151642, loss_recon: 0.607370, loss_pred: 0.414615
iteration 495: loss: 61.442997, loss_recon: 0.611019, loss_pred: 0.341050
iteration 496: loss: 60.956520, loss_recon: 0.601254, loss_pred: 0.831123
iteration 497: loss: 60.928871, loss_recon: 0.606679, loss_pred: 0.260922
iteration 498: loss: 62.737366, loss_recon: 0.622076, loss_pred: 0.529755
iteration 499: loss: 61.577251, loss_recon: 0.612190, loss_pred: 0.358245
iteration 500: loss: 62.178635, loss_recon: 0.615867, loss_pred: 0.591951
 25%|███████▌                      | 50/200 [41:28<2:04:51, 49.94s/it]iteration 501: loss: 62.597984, loss_recon: 0.619928, loss_pred: 0.605156
iteration 502: loss: 61.872734, loss_recon: 0.616280, loss_pred: 0.244712
iteration 503: loss: 59.920097, loss_recon: 0.594675, loss_pred: 0.452610
iteration 504: loss: 60.507923, loss_recon: 0.600693, loss_pred: 0.438628
iteration 505: loss: 61.089771, loss_recon: 0.608277, loss_pred: 0.262037
iteration 506: loss: 61.687191, loss_recon: 0.614407, loss_pred: 0.246467
iteration 507: loss: 60.649887, loss_recon: 0.604177, loss_pred: 0.232141
iteration 508: loss: 62.227093, loss_recon: 0.619709, loss_pred: 0.256233
iteration 509: loss: 60.392906, loss_recon: 0.601693, loss_pred: 0.223604
iteration 510: loss: 63.318398, loss_recon: 0.628455, loss_pred: 0.472883
 26%|███████▋                      | 51/200 [42:18<2:03:42, 49.81s/it]iteration 511: loss: 61.049419, loss_recon: 0.604320, loss_pred: 0.617409
iteration 512: loss: 61.324451, loss_recon: 0.608626, loss_pred: 0.461826
iteration 513: loss: 62.130363, loss_recon: 0.617569, loss_pred: 0.373435
iteration 514: loss: 61.021626, loss_recon: 0.607526, loss_pred: 0.268977
iteration 515: loss: 61.370224, loss_recon: 0.609146, loss_pred: 0.455592
iteration 516: loss: 61.112850, loss_recon: 0.606847, loss_pred: 0.428193
iteration 517: loss: 61.083664, loss_recon: 0.607527, loss_pred: 0.330967
iteration 518: loss: 61.016193, loss_recon: 0.606919, loss_pred: 0.324318
iteration 519: loss: 61.185257, loss_recon: 0.608952, loss_pred: 0.290081
iteration 520: loss: 65.015968, loss_recon: 0.638428, loss_pred: 1.173184
 26%|███████▊                      | 52/200 [43:07<2:02:31, 49.67s/it]iteration 521: loss: 61.728989, loss_recon: 0.614027, loss_pred: 0.326309
iteration 522: loss: 61.543232, loss_recon: 0.612373, loss_pred: 0.305904
iteration 523: loss: 60.864773, loss_recon: 0.605773, loss_pred: 0.287452
iteration 524: loss: 61.118500, loss_recon: 0.606707, loss_pred: 0.447773
iteration 525: loss: 62.053905, loss_recon: 0.617228, loss_pred: 0.331137
iteration 526: loss: 60.757069, loss_recon: 0.604203, loss_pred: 0.336819
iteration 527: loss: 62.513344, loss_recon: 0.620299, loss_pred: 0.483410
iteration 528: loss: 62.075317, loss_recon: 0.616299, loss_pred: 0.445408
iteration 529: loss: 59.740082, loss_recon: 0.591527, loss_pred: 0.587376
iteration 530: loss: 62.367004, loss_recon: 0.619231, loss_pred: 0.443912
 26%|███████▉                      | 53/200 [43:57<2:01:46, 49.70s/it]iteration 531: loss: 61.460453, loss_recon: 0.608532, loss_pred: 0.607276
iteration 532: loss: 61.465771, loss_recon: 0.609843, loss_pred: 0.481437
iteration 533: loss: 62.328583, loss_recon: 0.618694, loss_pred: 0.459142
iteration 534: loss: 61.752327, loss_recon: 0.613588, loss_pred: 0.393506
iteration 535: loss: 60.110130, loss_recon: 0.596258, loss_pred: 0.484380
iteration 536: loss: 62.240341, loss_recon: 0.611234, loss_pred: 1.116969
iteration 537: loss: 61.071407, loss_recon: 0.606991, loss_pred: 0.372344
iteration 538: loss: 62.150139, loss_recon: 0.613873, loss_pred: 0.762803
iteration 539: loss: 62.211555, loss_recon: 0.615822, loss_pred: 0.629381
iteration 540: loss: 62.292355, loss_recon: 0.608576, loss_pred: 1.434760
 27%|████████                      | 54/200 [44:46<2:00:00, 49.32s/it]iteration 541: loss: 63.044724, loss_recon: 0.621308, loss_pred: 0.913881
iteration 542: loss: 63.368504, loss_recon: 0.620163, loss_pred: 1.352163
iteration 543: loss: 62.364193, loss_recon: 0.619422, loss_pred: 0.421963
iteration 544: loss: 61.492561, loss_recon: 0.603600, loss_pred: 1.132523
iteration 545: loss: 62.158569, loss_recon: 0.615669, loss_pred: 0.591708
iteration 546: loss: 60.905300, loss_recon: 0.603451, loss_pred: 0.560204
iteration 547: loss: 61.325771, loss_recon: 0.603539, loss_pred: 0.971843
iteration 548: loss: 62.168980, loss_recon: 0.610247, loss_pred: 1.144313
iteration 549: loss: 62.528233, loss_recon: 0.621013, loss_pred: 0.426922
iteration 550: loss: 63.181049, loss_recon: 0.618577, loss_pred: 1.323348
 28%|████████▎                     | 55/200 [45:35<1:59:24, 49.41s/it]iteration 551: loss: 61.347488, loss_recon: 0.603029, loss_pred: 1.044575
iteration 552: loss: 61.823307, loss_recon: 0.611286, loss_pred: 0.694679
iteration 553: loss: 62.174915, loss_recon: 0.611943, loss_pred: 0.980623
iteration 554: loss: 62.453850, loss_recon: 0.617705, loss_pred: 0.683390
iteration 555: loss: 62.477474, loss_recon: 0.617574, loss_pred: 0.720035
iteration 556: loss: 61.930126, loss_recon: 0.597966, loss_pred: 2.133549
iteration 557: loss: 61.213562, loss_recon: 0.607770, loss_pred: 0.436547
iteration 558: loss: 61.915886, loss_recon: 0.609423, loss_pred: 0.973540
iteration 559: loss: 62.850849, loss_recon: 0.618911, loss_pred: 0.959727
iteration 560: loss: 64.119240, loss_recon: 0.629108, loss_pred: 1.208461
 28%|████████▍                     | 56/200 [46:25<1:58:50, 49.52s/it]iteration 561: loss: 63.568314, loss_recon: 0.617720, loss_pred: 1.796347
iteration 562: loss: 63.663345, loss_recon: 0.608742, loss_pred: 2.789188
iteration 563: loss: 62.488407, loss_recon: 0.616983, loss_pred: 0.790141
iteration 564: loss: 60.618290, loss_recon: 0.595145, loss_pred: 1.103833
iteration 565: loss: 64.152588, loss_recon: 0.622033, loss_pred: 1.949298
iteration 566: loss: 62.621403, loss_recon: 0.617951, loss_pred: 0.826270
iteration 567: loss: 62.213612, loss_recon: 0.609169, loss_pred: 1.296698
iteration 568: loss: 62.797592, loss_recon: 0.608126, loss_pred: 1.984958
iteration 569: loss: 61.971024, loss_recon: 0.615050, loss_pred: 0.466002
iteration 570: loss: 62.694237, loss_recon: 0.614411, loss_pred: 1.253179
 28%|████████▌                     | 57/200 [47:14<1:57:56, 49.48s/it]iteration 571: loss: 61.410816, loss_recon: 0.603070, loss_pred: 1.103789
iteration 572: loss: 60.027145, loss_recon: 0.592167, loss_pred: 0.810454
iteration 573: loss: 62.954987, loss_recon: 0.625314, loss_pred: 0.423578
iteration 574: loss: 62.111706, loss_recon: 0.614768, loss_pred: 0.634881
iteration 575: loss: 63.147877, loss_recon: 0.625860, loss_pred: 0.561866
iteration 576: loss: 61.985313, loss_recon: 0.609938, loss_pred: 0.991523
iteration 577: loss: 60.985237, loss_recon: 0.605196, loss_pred: 0.465682
iteration 578: loss: 62.623394, loss_recon: 0.613827, loss_pred: 1.240687
iteration 579: loss: 61.855938, loss_recon: 0.611732, loss_pred: 0.682784
iteration 580: loss: 60.930389, loss_recon: 0.604658, loss_pred: 0.464601
 29%|████████▋                     | 58/200 [48:04<1:57:03, 49.46s/it]iteration 581: loss: 61.844311, loss_recon: 0.611342, loss_pred: 0.710153
iteration 582: loss: 61.690331, loss_recon: 0.606035, loss_pred: 1.086837
iteration 583: loss: 62.435478, loss_recon: 0.615819, loss_pred: 0.853545
iteration 584: loss: 61.165985, loss_recon: 0.605394, loss_pred: 0.626561
iteration 585: loss: 61.726608, loss_recon: 0.608780, loss_pred: 0.848652
iteration 586: loss: 63.437572, loss_recon: 0.619935, loss_pred: 1.444034
iteration 587: loss: 62.515400, loss_recon: 0.617093, loss_pred: 0.806091
iteration 588: loss: 62.215721, loss_recon: 0.613487, loss_pred: 0.867015
iteration 589: loss: 62.246918, loss_recon: 0.612322, loss_pred: 1.014732
iteration 590: loss: 61.875351, loss_recon: 0.612511, loss_pred: 0.624252
 30%|████████▊                     | 59/200 [48:53<1:56:17, 49.49s/it]iteration 591: loss: 62.098949, loss_recon: 0.615432, loss_pred: 0.555794
iteration 592: loss: 61.886734, loss_recon: 0.610928, loss_pred: 0.793977
iteration 593: loss: 61.357410, loss_recon: 0.606409, loss_pred: 0.716482
iteration 594: loss: 62.260960, loss_recon: 0.618821, loss_pred: 0.378899
iteration 595: loss: 63.118958, loss_recon: 0.625090, loss_pred: 0.609920
iteration 596: loss: 61.554325, loss_recon: 0.608835, loss_pred: 0.670847
iteration 597: loss: 61.296188, loss_recon: 0.608480, loss_pred: 0.448232
iteration 598: loss: 60.450417, loss_recon: 0.601564, loss_pred: 0.293988
iteration 599: loss: 61.661583, loss_recon: 0.609167, loss_pred: 0.744854
iteration 600: loss: 62.725426, loss_recon: 0.621605, loss_pred: 0.564968
 30%|█████████                     | 60/200 [49:43<1:55:56, 49.69s/it]iteration 601: loss: 61.748726, loss_recon: 0.613380, loss_pred: 0.410717
iteration 602: loss: 63.035385, loss_recon: 0.627474, loss_pred: 0.287939
iteration 603: loss: 61.942623, loss_recon: 0.612939, loss_pred: 0.648747
iteration 604: loss: 60.794373, loss_recon: 0.602199, loss_pred: 0.574448
iteration 605: loss: 61.358967, loss_recon: 0.607239, loss_pred: 0.635046
iteration 606: loss: 61.030556, loss_recon: 0.603462, loss_pred: 0.684405
iteration 607: loss: 62.129597, loss_recon: 0.617509, loss_pred: 0.378700
iteration 608: loss: 60.154758, loss_recon: 0.598145, loss_pred: 0.340263
iteration 609: loss: 60.794781, loss_recon: 0.605053, loss_pred: 0.289479
iteration 610: loss: 64.478004, loss_recon: 0.636141, loss_pred: 0.863871
 30%|█████████▏                    | 61/200 [50:34<1:55:35, 49.89s/it]iteration 611: loss: 60.341080, loss_recon: 0.596702, loss_pred: 0.670886
iteration 612: loss: 61.021404, loss_recon: 0.606485, loss_pred: 0.372855
iteration 613: loss: 61.787651, loss_recon: 0.613742, loss_pred: 0.413481
iteration 614: loss: 63.141144, loss_recon: 0.628060, loss_pred: 0.335120
iteration 615: loss: 60.312595, loss_recon: 0.599003, loss_pred: 0.412292
iteration 616: loss: 62.583862, loss_recon: 0.621782, loss_pred: 0.405699
iteration 617: loss: 61.505779, loss_recon: 0.612851, loss_pred: 0.220715
iteration 618: loss: 60.346260, loss_recon: 0.600671, loss_pred: 0.279184
iteration 619: loss: 60.639305, loss_recon: 0.602027, loss_pred: 0.436580
iteration 620: loss: 62.523884, loss_recon: 0.614860, loss_pred: 1.037897
 31%|█████████▎                    | 62/200 [51:23<1:54:35, 49.82s/it]iteration 621: loss: 60.544498, loss_recon: 0.600505, loss_pred: 0.494044
iteration 622: loss: 62.472504, loss_recon: 0.620547, loss_pred: 0.417837
iteration 623: loss: 61.747486, loss_recon: 0.614102, loss_pred: 0.337285
